Ticker,Date,Time,Expiry Date,Open,High,Low,Close,Volume,Open Interest,Padding Flag
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:15:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:16:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:17:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:18:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:19:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:20:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,1
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:21:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:22:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:23:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:24:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:25:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:26:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:27:00,2024-09-25,20.2,20.2,20.2,20.2,0,0,1
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:28:00,2024-09-25,20.2,20.2,20.2,20.2,0,15,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:29:00,2024-09-25,20.2,20.2,20.2,20.2,45,15,0
BANKNIFTY25SEP2446800PE.NFO,2024-09-05,09:30:00,2024-09-25,20.2,20.2,20.2,20.2,0,15,0
